"id","insight","type","sourceTypes","source","userGroup","squads","features","country","status","mentions","quotes","notes","created","lastModified","sentiment","publisher","jira","isNew","unclassified"
"313","The user wants to be able to store and use Powerpoint documents within a knowledge base.","General Feedback","Interview Study","2025_12_KnowledgeBase_UCs_Interviews","Mixed","Platform Squad","Knowledge Base","All","New - Not yet discussed","4","","","2026-01-28","2026-02-02","Negative","","","true","false"
"314","The user wants to be able to store and use format templates from a knowledge base.","General Feedback","Direct Feedback;Interview Study","2025_12_KnowledgeBase_UCs_Interviews,2025_11_Beck_Feedback_Survey_2","Mixed; Mixed","Platform Squad","Knowledge Base","All","Identified - JIRA ticket exists","6","","","2026-01-28","2026-04-13","Negative","Beck Germany","","false","false"
"315","The users would like to be able to use old files, that can be accessed to draft documents.","General Feedback","Direct Feedback;Interview Study;Usability Testing","202510-Canvas-Interview_Testing,2025_10_Beck_Feedback_Survey,2025_11_Beck_Feedback_Survey_2,Continous_Direct_Feedback_big_law_firm,Continous_Direct_Feedback_corporate,2025_12_KnowledgeBase_UCs_Interviews,2025_11_Personas_M_B_Lawfirms","Mixed; Mixed; Mixed; Big Law Firm; Corporate Law Department; Mixed; Big Law Firm","Platform Squad;Drafting Squad","Canvas;Document Storage","All","Identified - JIRA ticket exists","9","","","2026-01-28","2026-02-02","Negative","Beck Germany","","false","false"
"316","The user wants to be able to store and use pleadings in a knowledge base.","General Feedback","Interview Study","2025_12_KnowledgeBase_UCs_Interviews","Mixed","Platform Squad","Knowledge Base","All","New - Not yet discussed","3","","","2026-01-28","2026-02-02","Negative","","","true","false"
"317","The user wants to be able to store and use rulings/ judgements in a knowledge base.","General Feedback","Interview Study","2025_12_KnowledgeBase_UCs_Interviews","Mixed","Platform Squad","Knowledge Base","All","New - Not yet discussed","2","","","2026-01-28","2026-02-02","Negative","","","true","false"
"318","The user wants to be able to store and use internal guidelines in a knowledge base.","General Feedback","Interview Study","2025_12_KnowledgeBase_UCs_Interviews","Mixed","Platform Squad","Knowledge Base","All","New - Not yet discussed","3","","","2026-01-28","2026-02-02","Negative","","","true","false"
"319","The user wants to be able to store and use additional legal commentary in a knowledge base.","General Feedback","Interview Study","2025_12_KnowledgeBase_UCs_Interviews","Mixed","Platform Squad","Knowledge Base","All","New - Not yet discussed","1","","","2026-01-28","2026-02-02","Negative","","","true","false"
"320","The user wants to be able to store and use additional external data sources (e.g. laws from other countries) in a knowledge base.","General Feedback","Interview Study","2025_12_KnowledgeBase_UCs_Interviews","Mixed","Platform Squad","Knowledge Base","All","New - Not yet discussed","1","","","2026-01-28","2026-02-02","Negative","","","true","false"
"321","The user wants to be able to manually select documents from the knowledge base for a prompt.","General Feedback","Interview Study","2025_12_KnowledgeBase_UCs_Interviews","Mixed","Platform Squad","Knowledge Base","All","Identified - JIRA ticket exists","6","","","2026-01-28","2026-04-13","Negative","","","false","false"
"322","The user needs the solution to work really well to be able to let the solution choose relevant documents from within the knowledge base on its own for a case.","General Feedback","Interview Study","2025_12_KnowledgeBase_UCs_Interviews","Mixed","Platform Squad","Knowledge Base","All","Identified - JIRA ticket exists","7","","","2026-01-28","2026-04-13","Mixed","","","false","false"
"323","The user needs to be able to get an overview of existing documents within the knowledge base.","Missing Feature","Interview Study","2025_12_KnowledgeBase_UCs_Interviews","Mixed","Platform Squad","Knowledge Base","All","New - Not yet discussed","5","","","2026-01-28","2026-02-02","Negative","","","true","false"
"324","The user needs documents within the knowledge base to have meta data available to them.","Missing Feature","Interview Study","2025_12_KnowledgeBase_UCs_Interviews","Mixed","Platform Squad","Knowledge Base","All","New - Not yet discussed","3","","","2026-01-28","2026-02-02","Negative","","","true","false"
"325","The user needs to create folders within the knowledge base in order to be able to structure their documents.","General Feedback","Interview Study","2025_12_KnowledgeBase_UCs_Interviews","Mixed","Platform Squad","Knowledge Base","All","New - Not yet discussed","2","","","2026-01-28","2026-02-02","Negative","","","true","false"
"326","The user needs to be able to share files in the knowledge base with individual users.","General Feedback","Interview Study","2025_12_KnowledgeBase_UCs_Interviews","Mixed","Platform Squad","Knowledge Base","All","New - Not yet discussed","3","","","2026-01-28","2026-02-02","Negative","","","true","false"
"327","The user needs to be able to share files in the knowledge base with ceratin  teams.","Missing Feature","Interview Study","2025_12_KnowledgeBase_UCs_Interviews","Mixed","Platform Squad","Knowledge Base","All","New - Not yet discussed","2","","","2026-01-28","2026-02-02","Negative","","","true","false"
"328","The user needs to be able to share files in the knowledge base with all users.","General Feedback","Interview Study","2025_12_KnowledgeBase_UCs_Interviews","Mixed","Platform Squad","Knowledge Base","All","New - Not yet discussed","3","","","2026-01-28","2026-02-02","Negative","","","true","false"
"329","The user needs also people without license to be able to input documents into a knowledge base as input material.","Missing Feature","Interview Study","2025_12_KnowledgeBase_UCs_Interviews,2025_11_Personas_M_B_Lawfirms","Mixed; Big Law Firm","Platform Squad","Knowledge Base","All","New - Not yet discussed","3","","","2026-01-28","2026-02-02","Negative","","","true","false"
"330","The user needs content from the documents within the knowledge base to be cited precisely word by word.","General Feedback","Interview Study","2025_12_KnowledgeBase_UCs_Interviews","Mixed","Platform Squad","Knowledge Base","All","Identified - JIRA ticket exists","7","","","2026-01-28","2026-04-13","Negative","","","false","false"
"331","The user needs content from the documents within the knowledge base to be used only as reference (not exact matching of phrasing)","General Feedback","Interview Study","2025_12_KnowledgeBase_UCs_Interviews","Mixed","Platform Squad","Knowledge Base","All","Identified - JIRA ticket exists","8","","","2026-01-28","2026-04-13","Negative","","","false","false"
"332","The user needs to be able to search through documents within the knowledge base.","Missing Feature","Interview Study","2025_12_KnowledgeBase_UCs_Interviews","Mixed","Platform Squad","Knowledge Base","All","New - Not yet discussed","3","","","2026-01-28","2026-02-02","Negative","","","true","false"
"333","The user needs to be able to manually add and edit meta information of a file stored in the knowledge base.","General Feedback","Interview Study","2025_12_KnowledgeBase_UCs_Interviews","Mixed","Platform Squad","Knowledge Base","All","New - Not yet discussed","3","","","2026-01-28","2026-02-02","Negative","","","true","false"
"334","The user wants to be able to retrace from which document a information orginiated from.","General Feedback","Interview Study","2025_12_KnowledgeBase_UCs_Interviews","Mixed","Platform Squad","Knowledge Base","All","Implemented - a solution is released","5","","","2026-01-28","2026-04-20","Negative","","","false","false"
"335","The user wants to be able to add tags in the knowledge base to improve filtering and searchability.","General Feedback","Interview Study","2025_12_KnowledgeBase_UCs_Interviews","Mixed","Platform Squad","Knowledge Base","All","New - Not yet discussed","2","","","2026-01-28","2026-02-02","Negative","","","true","false"
"336","The user wants to be able to ask questions to documents within their knowledge base in order to identify the answer.","General Feedback","Interview Study","2025_12_KnowledgeBase_UCs_Interviews","Mixed","Platform Squad","Knowledge Base","All","New - Not yet discussed","2","","","2026-01-28","2026-02-02","Negative","","","true","false"
"337","The user wants the AI to automatically update  the information in the knowledge base based on changes in the law or commentaries.","Missing Feature","Interview Study","2025_12_KnowledgeBase_UCs_Interviews","Mixed","Platform Squad","Knowledge Base","All","New - Not yet discussed","1","","","2026-01-28","2026-02-02","Negative","","","true","false"
"338","The user needs the knowledge base and especially editing and uploading of documents to be retricted in order to make sure information is correct and not everybody can change documents or upload them publicly without review.","General Feedback","Interview Study","2025_12_KnowledgeBase_UCs_Interviews","Mixed","Platform Squad","Knowledge Base","All","New - Not yet discussed","2","","","2026-01-28","2026-02-02","Negative","","","true","false"
"339","The user wants to be able to seleting whole folders  for usage in a prompt in order to not have select all documents manually.","General Feedback","Interview Study","2025_12_KnowledgeBase_UCs_Interviews","Mixed","Platform Squad","Knowledge Base","All","New - Not yet discussed","1","","","2026-01-28","2026-02-02","Negative","","","true","false"
"340","The users would like to have an Integration/ API for automation to feed in data from DMS via vector-based data base into the knowledge base.","Missing Feature","Interview Study","2025_12_KnowledgeBase_UCs_Interviews,2026_02_Personas_Corporate","Mixed; Corporate Law Department","Platform Squad","Knowledge Base","All","New - Not yet discussed","3","""Copilot is connected to the entire SharePoint, can search all approved internal docs"" (Corporate Personas)","","2026-01-28","2026-05-01","Negative","","","true","false"
"341","The users would like to be supported in structuring the files within the knowledge base.","Missing Feature","Interview Study","2025_12_KnowledgeBase_UCs_Interviews","Mixed","Platform Squad","Knowledge Base","All","New - Not yet discussed","4","","","2026-01-28","2026-02-02","Negative","","","true","false"
"342","The users would like to be able to seamlessly use the tool with their file management system.","Missing Feature","Interview Study","2025_11_Personas_M_B_Lawfirms,2026_02_Personas_Corporate,2026_03_Personas_Judiciary","Big Law Firm; Corporate Law Department; Prosecution/ Judges","Platform Squad","DMS Integration","All","Identified - JIRA ticket exists","12","""My dream tool would be linked to my matter management - access to my whole arsenal of briefs to pull arguments I've used before"" (Corporate Personas)
""I'd most wish for AI applications to be integrated into our specialty programs (Justice4)"" (Judiciary Personas)
""AI talks to contract management - take the PDF, feed it in, then do the next 3 steps"" (Corporate Personas)","","2026-01-28","2026-05-01","Negative","","","false","false"
"343","The user would like to enable clients to take over parts of their work supported by AI, so that they are more the reviewing and strategic instance.","Missing Feature","Interview Study","2025_11_Personas_M_B_Lawfirms","Big Law Firm","Platform Squad","Roles","All","New - Not yet discussed","1","","","2026-01-28","2026-02-02","Negative","","","true","false"
"344","The user needs the tool to support me in documenting my approach and the usage of AI, in order to make sure that I don't run into liability issues.","Missing Feature","Interview Study","2025_11_Personas_M_B_Lawfirms,2026_02_Personas_Corporate","Big Law Firm; Corporate Law Department","","Documentation","All","New - Not yet discussed","3","""Internally nothing for a while, then everything appears at once. Supervisors want to see what we considered, excluded, included - I can use the reasoning to document that"" (Corporate Personas)","","2026-01-28","2026-05-01","Negative","","","true","true"
"345","The user needs to be able to give access to their files on a case-by-case basis in order to ensure control.","General Feedback","Interview Study","2025_11_Personas_M_B_Lawfirms","Big Law Firm","Platform Squad","DMS Integration, Knowledge Base","All","Identified - JIRA ticket exists","8","","","2026-01-28","2026-04-13","Negative","","","false","false"
"346","The user needs the tool to adjust the output to the purpose that I wanna use it for (e.g. if The user wants to use it in an email, the language and lenght should be adequate).","Missing Feature","Interview Study","2025_11_Personas_M_B_Lawfirms,2026_03_Personas_Judiciary","Big Law Firm; Prosecution/ Judges","Platform Squad","Customization","All","Identified - JIRA ticket exists","6","""Sometimes I need a quick answer; you could go more into the concrete work situation"" (Judiciary Personas)","","2026-01-28","2026-05-01","Negative","","","false","false"
"347","The user needs the tool to provide them with practical usage examples and explains it step-by-step to me so that I can learn how to best use the tool.","General Feedback","Interview Study","2025_11_Personas_M_B_Lawfirms","Big Law Firm","Platform Squad","Onboarding","All","New - Not yet discussed","4","","","2026-01-28","2026-02-02","Negative","","","true","false"
"348","The user needs a digital ""Schmierzettel"" in order to organize my thoughts and findings to put it together later.","Idea","Interview Study","2025_11_Personas_M_B_Lawfirms","Big Law Firm","Platform Squad","","All","New - Not yet discussed","1","","","2026-01-28","2026-02-02","Mixed","","","true","true"
"349","The user needs to be able to restrict certain features (such as file or outlook integration) for certain user groups, that work on highly confidential topics or are too junior to judge what can be shared.","Missing Feature","Interview Study","2025_11_Personas_M_B_Lawfirms","Big Law Firm","Platform Squad","Roles","All","New - Not yet discussed","1","","","2026-01-28","2026-02-02","Negative","","","true","false"
"350","The user needs to be always the one controlling where information is send by the tool (colleagues, clients etc.).","General Feedback","Interview Study","2025_11_Personas_M_B_Lawfirms","Big Law Firm","All","","All","Well done - positive feedback outweighs negative","1","","","2026-01-28","2026-02-02","Negative","","","false","true"
"351","The user needs the AI to help me find uncertainties or potential errors by evaluating its own performance/ certainty.","General Feedback","Interview Study","2025_11_Personas_M_B_Lawfirms","Big Law Firm","Platform Squad;AI Squad;Design","","All","New - Not yet discussed","2","","","2026-01-28","2026-02-02","Negative","","","true","true"
"352","The user needs the tool to monitor sources (newsletters, databases etc.) and provide me with an overview of recent changes and what they imply regularly.","General Feedback","Interview Study","2025_11_Personas_M_B_Lawfirms","Big Law Firm","Platform Squad","Research","All","New - Not yet discussed","2","","","2026-01-28","2026-02-02","Negative","","","true","false"
"353","The user needs a quick overview of what the tool can and can not do, in order to start working with it and learning on the go.","General Feedback","Interview Study","2025_11_Personas_M_B_Lawfirms","Big Law Firm","Marketing","","All","New - Not yet discussed","1","","","2026-01-28","2026-02-02","Negative","","","true","true"
"354","The user needs the tool to support using gender neutral/ inclusive speech or at least give me the opportunity to enable it.","General Feedback","Interview Study","2025_11_Personas_M_B_Lawfirms","Big Law Firm","Platform Squad;AI Squad","","All","New - Not yet discussed","1","","","2026-01-28","2026-02-02","Negative","","","true","true"
"355","The user needs the tool to be able to work with documents in different languages.","General Feedback","Interview Study","2025_11_Personas_M_B_Lawfirms","Big Law Firm","Platform Squad","","All","New - Not yet discussed","1","","","2026-01-28","2026-02-02","Negative","","","true","true"
"356","The user needs the tool to be approved by the ""Anwältekammer"" in order to be able to trust it with confidential information.","General Feedback","Interview Study","2025_11_Personas_M_B_Lawfirms","Big Law Firm","","Trust Center","All","New - Not yet discussed","1","","","2026-01-28","2026-02-02","Negative","","","true","true"
"357","The user needs the producers of the AI to commit to ethical training of the AI to avoid bias and offer the option to notify them if a bias is encountered.","General Feedback","Interview Study","2025_11_Personas_M_B_Lawfirms","Big Law Firm","AI Squad","Trust Center","All","New - Not yet discussed","1","","","2026-01-28","2026-02-02","Negative","","","true","false"
"358","The user needs to be able to do legal research directly in the word-add-in in order to avoid switching between tools.","General Feedback","Usability Testing","2025_12_Word_Expectations_Usability","Mixed","Drafting Squad;Platform Squad","Word-Add-In;Research","All","Planned for development","5","","","2026-02-02","2026-02-02","Negative","","","false","false"
"359","The user needs the settings to be easily discoverable in order to configure the tool to their needs.","Missing Feature","Usability Testing","2025_12_Word_Expectations_Usability","Mixed","Drafting Squad","Word-Add-In;Onboarding","All","New - Not yet discussed","2","","","2026-02-02","2026-02-02","Negative","","","true","false"
"360","The user would like to be supported in answering questions about their own document.","General Feedback","Usability Testing","2025_12_Word_Expectations_Usability","Mixed","Drafting Squad;Platform Squad;AI Squad","Word-Add-In","All","Implemented - a solution is released","2","","","2026-02-02","2026-03-05","Negative","","","false","false"
"361","The user would like to be able to search through the chat to find information in older chats efficiently.","Missing Feature","Direct Feedback","Continous_Direct_Feedback_big_law_firm","Big Law Firm","Platform Squad","Workflows","All","New - Not yet discussed","5","","","2026-02-03","2026-02-03","Negative","","","true","false"
"362","The user would like to be supported in prioritzing currently running workflows (and their results) to be able to know which one to focus on first.","General Feedback","Interview Study","2026_01_Workflow_Expectations_Interview","Mixed","Workflow Squad","Workflows","All","New - Not yet discussed","1","","","2026-02-10","2026-02-10","Negative","","","true","false"
"363","The user would like to be supported in identifying who else needs to be involved in a specific case in a workflow to give them access to the case.","General Feedback","Interview Study","2026_01_Workflow_Expectations_Interview","Mixed","Workflow Squad","Workflows","All","New - Not yet discussed","1","","","2026-02-10","2026-02-10","Negative","","","true","false"
"364","The user would like to be able to set company specific elements for workflows that can be shared and reused.","General Feedback","Interview Study","2026_01_Workflow_Expectations_Interview","Mixed","Workflow Squad","Workflows","All","New - Not yet discussed","1","","","2026-02-10","2026-02-10","Negative","","","true","false"
"365","The user would like to have some guidance on how much information they need to provide to set up a workflow (step).","General Feedback","Interview Study","2026_01_Workflow_Expectations_Interview","Mixed","Workflow Squad","Workflows","All","New - Not yet discussed","1","","","2026-02-10","2026-02-10","Negative","","","true","false"
"366","The user would like to be able to get an overview of which documents have been processed or involved in a workflow in order to check that nothing was missing.","General Feedback","Interview Study","2026_01_Workflow_Expectations_Interview","Mixed","Workflow Squad","Workflows","All","New - Not yet discussed","1","","","2026-02-10","2026-02-10","Negative","","","true","false"
"367","The user expects the matrix analysis to show the citations from respective documents or sources.","Missing Feature","Direct Feedback","Continous_Direct_Feedback_corporate,Continous_Direct_Feedback_big_law_firm","Corporate Law Department; Big Law Firm","","","All","New - Not yet discussed","3","Wenn eine Matrix-Analyse durchgeführt wurde, sollte die Quelle für die extrahierte Antwort resp. die extrahierten Daten angezeigt werden. Die Kunden erwarten einen Hover-Effekt, in welchem ein Snippet aus der Original-Quelle angezeigt wird, damit die Daten schnell überprüft werden können.
Visitenkarten Bild habe ich nur hochgeladen, weil ich keinen Anhang zum hochladen habe (aber der Upload zwingend ist).","","2026-02-11","2026-04-08","Negative","","","true","true"
"368","Beck-Noxtua is showing an incorrect date in the chat","Improvement","Direct Feedback","Continous_Direct_Feedback_corporate","Corporate Law Department","AI Squad","Research","All","New - Not yet discussed","1","","","2026-02-12","2026-02-12","Negative","","","true","false"
"369","The user wants onboarding ressources (like videos) to be available for them to learn how to use the tools.","General Feedback","Direct Feedback","Continous_Direct_Feedback_corporate","Corporate Law Department","Marketing","All","All","Well done - positive feedback outweighs negative","1","","","2026-02-17","2026-02-17","Negative","","","false","false"
"370","The user wants the chat to be structured like legal case files, in order to fit their usual structures.","General Feedback","Direct Feedback","Continous_Direct_Feedback_big_law_firm","Big Law Firm","Platform Squad;Design","Chat","All","New - Not yet discussed","1","","","2026-02-23","2026-02-23","Negative","","","true","false"
"371","The user needs a clearer structure of the sources overview in order to be able to work with it.","Improvement","Direct Feedback","Continous_Direct_Feedback_big_law_firm","Big Law Firm","AI Squad;Platform Squad","Sources","All","New - Not yet discussed","1","","","2026-02-23","2026-02-23","Negative","","","true","false"
"372","The user needs the chat export to have sources inserted in order to use it for documentation and sharing purposes.","Improvement","Direct Feedback;Interview Study","Continous_Direct_Feedback_big_law_firm,2026_02_Personas_Corporate","Big Law Firm; Corporate Law Department","Platform Squad","Chat Export","All","New - Not yet discussed","3","""Annoying that the footnotes aren't exported with the chat"" (Corporate Personas)
""Internally nothing for a while, then everything appears at once. Supervisors want to see what we considered, excluded, included - I can use the reasoning to document that"" (Corporate Personas)","","2026-02-23","2026-05-01","Negative","","","true","false"
"373","Documents from DATEV DMS cannot be uploaded directly, they always get a file format error and have to save the file locally first as a workaround","Missing Feature","Direct Feedback","Continous_Direct_Feedback_small_law_firm","Small Law Firm","","","All","New - Not yet discussed","1","Darüber hinaus ist uns aufgefallen, dass Dokumente aus DATEV DMS nicht direkt in Beck-Noxtua hochgeladen werden können. Hier erscheint immer wieder ein Fehler, dass das Dateiformat nicht zu verarbeiten sei. Wir müssen uns dann damit behelfen, dieses Dokument lokal abzuspeichern. Nur dann kann das Dokument nach Beck-Noxtua verschoben werden, damit es dann dort analysiert werden kann.","","2026-02-25","2026-02-25","Negative","","","true","true"
"374","Automatically generating document with employees names in Editor","Missing Feature","User Interview","202510-Canvas-Interview","Corporate Law Department","","Canvas","All","New - Not yet discussed","0","","","2026-03-02","2026-03-02","Negative","","","true","true"
"375","The user expects the tool to not be biased by context that is given in a chat beforehand to stay objective.","Improvement","Direct Feedback","Continous_Direct_Feedback_Distribution","Distribution Department","Platform Squad","Research;Review","All","New - Not yet discussed","1","","","2026-03-02","2026-03-02","Negative","","","true","false"
"376","The user needs the exact marginal numbers to be cited, so that the citations can be used directly in e.g. documents.","Improvement","Direct Feedback","Continous_Direct_Feedback_big_law_firm","Big Law Firm","AI Squad;Platform Squad","Citations","All","New - Not yet discussed","2","","","2026-03-02","2026-03-23","Negative","","","true","false"
"377","The user needs to be able to mark a section in the chat and prompt referring to this section in order to work more efficiently.","Idea","Direct Feedback","Continous_Direct_Feedback_big_law_firm","Big Law Firm","Platform Squad","Research;Chat","All","New - Not yet discussed","1","","","2026-03-02","2026-03-02","Mixed","","","true","false"
"378","The user needs to be able to organize their (prompt) templates e.g. into folders to improve organization and finding specific templates more easily.","Improvement","Direct Feedback;Interview Study","2026_01_Workflow_Expectations_Interview,Continous_Direct_Feedback_Distribution","Mixed; Distribution Department","Workflow Squad","Templates","All","New - Not yet discussed","2","","","2026-03-04","2026-03-04","Negative","","","true","false"
"379","The user needs to be able to differentiate fine granularly what other users can do to templates/ workflows (i.e. creating, using, modifying, and deleting them), in order to have control over quality and access.","","Direct Feedback;Interview Study","2026_01_Workflow_Expectations_Interview,Continous_Direct_Feedback_Distribution","Mixed; Distribution Department","","","All","New - Not yet discussed","2","","","2026-03-04","2026-03-04","Negative","","","true","true"
"380","The user needs the sources to be linked (clickable) in the export and not only in the chat.","Improvement","Direct Feedback","Continous_Publisher_Manz_Noxtua","Publisher","Drafting Squad","Export","All","New - Not yet discussed","2","","","2026-03-16","2026-03-16","Negative","Manz","","true","false"
"381","The user needs the tool to use smaller headlines for better readability of the export.","Improvement","Direct Feedback","Continous_Publisher_Manz_Noxtua","Publisher","Drafting Squad","Export","All","New - Not yet discussed","2","","","2026-03-16","2026-03-16","Negative","Manz","","true","false"
"382","The user expect to be able to continue a chat even after a bit of time has passed.","General Feedback","Direct Feedback","Continous_Direct_Feedback_big_law_firm","Big Law Firm","Platform Squad","Chat","All","New - Not yet discussed","1","","","2026-03-16","2026-03-16","Negative","","","true","false"
"383","The user needs the snippets of the citations to give them all context needed.","Improvement","Direct Feedback","Continous_Publisher_Swiss_Noxtua","Publisher","Platform Squad","Citations","All","New - Not yet discussed","1","","","2026-03-16","2026-03-16","Negative","Swiss","","true","false"
"384","The user needs the chat overview to include when the chat happens.","Improvement","Direct Feedback","Continous_Direct_Feedback_big_law_firm","Big Law Firm","Design;Platform Squad","Chat","All","New - Not yet discussed","1","","","2026-03-16","2026-03-16","Negative","","","true","false"
"385","If the prompt in a column is subsequently changed, the response is automatically updated, which is very important.","General Feedback","Direct Feedback","Continous_Direct_Feedback_corporate","Corporate Law Department","Review Squad","Matrix","All","Well done - positive feedback outweighs negative","1","","","2026-03-30","2026-03-30","Negative","","","false","false"
"386","The user needs clear transparency on existing limitations, e.g. upload limitations.","Missing Feature","Direct Feedback","Continous_Direct_Feedback_big_law_firm","Big Law Firm","Review Squad","Matrix","All","New - Not yet discussed","1","","","2026-03-31","2026-03-31","Negative","","","true","false"
"387","The user wishes the export of the matrix to keep the well-structured overview.","Improvement","Direct Feedback","Continous_Direct_Feedback_big_law_firm","Big Law Firm","Review Squad","Matrix","All","New - Not yet discussed","2","","","2026-03-31","2026-03-31","Negative","","","true","false"
"388","The users need the possibility to structure the data within the matrix in different ways.","General Feedback","Direct Feedback","2025_11_Beck_Feedback_Survey_2","Mixed","Review Squad","Matrix","All","Well done - positive feedback outweighs negative","1","","","2026-03-31","2026-03-31","Negative","Beck Germany","","false","false"
"389","The users need a structured way to review multiple documents.","General Feedback","Direct Feedback","Continous_Direct_Feedback_big_law_firm,2025_11_Beck_Feedback_Survey_2,Continous_Direct_Feedback_corporate","Big Law Firm; Mixed; Corporate Law Department","Review Squad","Matrix","All","Well done - positive feedback outweighs negative","7","","","2026-03-31","2026-04-17","Negative","Beck Germany","","false","false"
"390","The user expects clear error messages, to be able to fix them, when uploads don't succeed in matrix analysis.","Improvement","Direct Feedback","2025_11_Beck_Feedback_Survey_2","Mixed","Review Squad","Matrix","All","New - Not yet discussed","1","","","2026-03-31","2026-03-31","Negative","Beck Germany","","true","false"
"391","The user would like to be able to comment on matrixes in order to communicate with team members or other parties.","Missing Feature","Direct Feedback","Continous_Direct_Feedback_big_law_firm","Big Law Firm","Review Squad","Matrix","All","New - Not yet discussed","1","","","2026-03-31","2026-03-31","Negative","","","true","false"
"392","Users need to be able to add supporting documents to the Word-Add-In in order to adjust the document based on further info.","Missing Feature","Direct Feedback","Continous_Direct_Feedback_corporate","Corporate Law Department","Drafting Squad","Word-Add-In","All","Identified - JIRA ticket exists","1","","","2026-04-17","2026-04-17","Negative","","","false","false"
"393","The user needs to be able to see and access old chats (within the Word-Add-In) in order to have access to all necessary information.","Missing Feature","Direct Feedback","Continous_Direct_Feedback_corporate","Corporate Law Department","Drafting Squad","Word-Add-In","All","Implemented - a solution is released","1","","","2026-04-17","2026-04-17","Negative","","","false","false"
"394","The User needs to be able to start a new chat (within the Word-Add-In) in order to start clean for a new topic.","Missing Feature","Direct Feedback","Continous_Direct_Feedback_corporate","Corporate Law Department","Drafting Squad","Word-Add-In","All","Implemented - a solution is released","1","","","2026-04-17","2026-04-17","Negative","","","false","false"
"395","The user needs the editor to save all made changes, when they change to another chat to avoid data loss.","Improvement","Direct Feedback","Continous_Direct_Feedback_corporate","Corporate Law Department","Drafting Squad","Canvas","All","New - Not yet discussed","2","","","2026-04-17","2026-04-17","Negative","","","true","false"
"396","The user needs the Word-Add-In to be able to work with footnotes in order to have sources less prominent in the document.","Missing Feature","Direct Feedback","Continous_Direct_Feedback_corporate","Corporate Law Department","Drafting Squad","Word-Add-In","All","New - Not yet discussed","1","","","2026-04-17","2026-04-17","Negative","","","true","false"
"397","The user needs the tool to automatically select the right way of working in order to avoid having to do it manually.","Improvement","Direct Feedback","Continous_Publisher_Swiss_Noxtua","Publisher","Platform Squad;Workflow Squad","Workflows;Chat","All","New - Not yet discussed","1","","","2026-04-17","2026-04-17","Negative","Swiss","","true","false"
"398","The user needs the login to be smooth an easy and ideally not happen too often.","Improvement","Direct Feedback","Continous_Direct_Feedback_corporate","Corporate Law Department","Platform Squad","Login","All","New - Not yet discussed","1","","","2026-04-17","2026-04-17","Negative","","","true","false"
"399","The user needs the last engaged chat to be at the top, not the last newly created one.","Improvement","Direct Feedback","Continous_Publisher_PL_Noxtua","Publisher","Platform Squad","Research","All","New - Not yet discussed","1","","","2026-04-17","2026-04-17","Negative","Beck Poland","","true","false"
"400","The user experiences chat aborts and timeouts, particularly when processing large documents, preventing task completion.","Improvement","Direct Feedback","Sparkasse_2026_04","Unknown","Platform Squad","Chat","All","Identified - JIRA ticket exists","1","mitten im Chat abgebrochen, Timeouts / nur bei großen Dokumenten scheitert es manchmal","Sentiment: Negative. Customer segment: Unknown (corporate/banking). Batch: feedback_batch_20260423.","2026-04-23","2026-04-23","Negative","","","false","false"
"401","Users find that legal reasoning and subsumption in answers is too shallow, with alternative solutions, risk assessments, and minority views often missing.","Improvement","Direct Feedback","Bayrische_Landesbank_042026","Unknown","AI Squad","Research;Chat","All","New - Not yet discussed","1","Einzelne Antworten wirkten in der Herleitung zu kurz oder ohne alternative Lösungsansätze sowie ohne Risiken ausreichend darzustellen","Sentiment: Negative. Customer segment: Unknown (corporate/banking). Batch: feedback_batch_20260423.","2026-04-23","2026-04-23","Negative","","","true","false"
"402","Users cannot clearly tell whether the system is still processing or has already finished, due to missing or unclear progress indicators.","Improvement","Direct Feedback","Bayrische_Landesbank_042026","Corporate Law Department","Platform Squad;AI Squad","Error Handling","All","New - Not yet discussed","2","nicht immer klare Rückmeldung, ob ein Verarbeitungsvorgang noch läuft oder bereits abgeschlossen ist","Test note from dashboard","2026-04-23","2026-04-23","Negative","","","true","false"
"403","Multi-step reasoning is cut off after about 5 conversation turns; PDF upload size limits prevent processing larger documents.","Improvement","Direct Feedback","Publisher Feedback - Beck Germany","Publisher","AI Squad","Chat;Document Upload","Germany","New - Not yet discussed","1","es nicht möglich [ist], einen Gedanken mehrstufig zu entwickeln. Das System beendet die Kommunikation spätestens nach der 5. Stufe.","","2026-04-30","2026-04-30","Negative","Beck Germany","CS-997","true","false"
"404","Beck-Noxtua sales reports clients frequently ask for a chat-search feature because they don't name chats consistently and struggle to find prior conversations.","Missing Feature","Direct Feedback","Publisher Feedback - Beck Germany","Publisher","Workflow Squad","Chat","Germany","New - Not yet discussed","1","Beck-Noxtua Sales people are apparently often asked whether Noxtua will offer a Chat search function soon. They do not always name their chats properly and find it difficult to find information from previous chats.","","2026-04-30","2026-04-30","Negative","Beck Germany","CS-1027","true","false"
"405","German-speaking clients find it odd that the Thinking Process is shown in English while answers are in German; they want the thought process in the prompt language.","Improvement","Direct Feedback","Publisher Feedback - Beck Germany","Publisher","AI Squad","Thinking Process","Germany","New - Not yet discussed","1","see the AI thinking in German","","2026-04-30","2026-04-30","Negative","Beck Germany","CS-1029","true","false"
