legacy_id,insight_type,status,country,sentiment,insight,mentions,source,jira_tickets,notes,is_new,unclassified,created_at,modified_at
443,Missing Feature,New - Not yet discussed,Germany,,Want AI to cover EU regulations and EU case law alongside national law in one tool,1,2026_02_Personas_Corporate,"","",t,f,2026-05-01,2026-05-01
444,Missing Feature,New - Not yet discussed,Germany,,Need unlimited input/output length for template-filling tasks,1,2026_02_Personas_Corporate,"","",t,f,2026-05-01,2026-05-01
445,Missing Feature,New - Not yet discussed,Germany,,Vendor proactively curates templates/checklists in tool over time,1,2026_02_Personas_Corporate,"","",t,f,2026-05-01,2026-05-01
446,Missing Feature,New - Not yet discussed,Germany,,AI should auto-suggest relevant case law/judgments in the background when opening a case file,1,2026_03_Personas_Judiciary,"","",t,f,2026-05-01,2026-05-01
447,Missing Feature,New - Not yet discussed,Germany,,"AI should auto-extract procedural data (admissibility, deadlines, time limits) from case files immediately",1,2026_03_Personas_Judiciary,"","",t,f,2026-05-01,2026-05-01
448,Missing Feature,New - Not yet discussed,Germany,,Need cross-border procedural comparison (e.g. covert seizure in Austria) for trans-national cases,1,2026_03_Personas_Judiciary,"","",t,f,2026-05-01,2026-05-01
449,Missing Feature,New - Not yet discussed,Germany,,Need AI to remind me what I already read/wrote in a long-running case so I don't redo work,1,2026_03_Personas_Judiciary,"","",t,f,2026-05-01,2026-05-01
450,Missing Feature,New - Not yet discussed,Germany,,Need AI to flag contradictions between submissions and suggest fact-finding gaps for offence elements,1,2026_03_Personas_Judiciary,"","",t,f,2026-05-01,2026-05-01
451,Missing Feature,New - Not yet discussed,Germany,,Need AI to verify and link cited rulings/sources within the parties' incoming submissions,1,2026_03_Personas_Judiciary,"","",t,f,2026-05-01,2026-05-01
452,Missing Feature,New - Not yet discussed,Germany,,AI should be able to make tool calls / autonomous internet research instead of needing manual context,1,2026_03_Personas_Judiciary,"","",t,f,2026-05-01,2026-05-01
453,Missing Feature,New - Not yet discussed,Germany,,Want agentic automation of administrative steps (e.g. dispatch decree to attorneys whose addresses are known),1,2026_03_Personas_Judiciary,"","",t,f,2026-05-01,2026-05-01
59,General Feedback,New - Not yet discussed,All,Negative,"Citations are often inaccurate (e.g., bibliography instead of text passage) 
Primary sources are missing: Judgments were cited almost exclusively via secondary sources.",1,Continous_Direct_Feedback_small_law_firm,"","",t,f,2025-10-10,2026-02-02
337,Missing Feature,Identified - JIRA ticket exists,All,Negative,The user wants the AI to automatically update  the information in the knowledge base based on changes in the law or commentaries.,1,2025_12_KnowledgeBase_UCs_Interviews,"","",t,f,2026-01-28,2026-02-02
288,General Feedback,Identified - JIRA ticket exists,All,Negative,The user would like to have the option to set the trigger for the workflow to manual.,1,2026_01_Workflow_Expectations_Interview,"","",t,f,2026-01-28,2026-02-02
290,General Feedback,Identified - JIRA ticket exists,All,Negative,The user would like to predefine in the workflow which specific parts of a template should be adjusted/ filled based on the input.,1,2026_01_Workflow_Expectations_Interview,"","",t,f,2026-01-28,2026-02-02
292,General Feedback,Identified - JIRA ticket exists,All,Negative,The user would like the AI to suggest next logical steps based on the already existing ones in a workflow.,1,2026_01_Workflow_Expectations_Interview,"","",t,f,2026-01-28,2026-02-02
47,General Feedback,New - Not yet discussed,All,Negative,The user needs also information for very specific topics to be available so that he can use the tool for their tasks.,0,Continous_Direct_Feedback_small_law_firm,"","",t,t,2025-10-08,2026-02-02
52,Idea,New - Not yet discussed,All,Mixed,"The user needs the answers to be adapted their role, so that they can use the information best.",0,Continous_Direct_Feedback_corporate,"","",t,t,2025-10-09,2026-02-02
374,Missing Feature,New - Not yet discussed,All,Negative,Automatically generating document with employees names in Editor,0,202510-Canvas-Interview,"","",t,t,2026-03-02,2026-03-02
85,Improvement,New - Not yet discussed,All,Negative,The user needs to be able to work within their document in one place to work seamlessly and to minimize window/context switching.,0,202510-Canvas-Interview,"","",t,f,2025-10-15,2026-02-02
