id,insight,type,sourceTypes,source,userGroup,squads,features,country,status,mentions,quotes,notes,created,lastModified,sentiment,publisher,jira,isNew,unclassified,core_insight,insight_type,mention_count,source_label,customer_segment,affected_squads,affected_features,mentionHistory,statusHistory,qa_reviewed,qa_reviewed_at,featurebase_id,featurebase_board_id,featurebase_synced_at,featurebase_votes
392,Users need to be able to add supporting documents to the Word-Add-In in order to adjust the document based on further info.,Missing Feature,Direct Feedback;Survey,Continous_Direct_Feedback_corporate; Lime Survey Questionaire (feedback_batch_20260724),Corporate Law Department,Drafting Squad,Word-Add-In,All,Implemented - a solution is released,3,"""Es ist nicht möglich, externe Dokumente, auf den eine Bearbeitung basieren soll, hochzuladen"" (Lime Survey 2026-07-24, RID 12); ""Dokumente hochzuladen, die für die Bearbeitung des Worddokuments gebraucht werden"" (Lime Survey 2026-07-24, RID 25)",CONTRADICTION (Implemented != resolved): status set to 'Implemented' on 2026-07-08; RID 12 dated 2026-07-24 reports upload of external base documents still not possible. Needs investigation.,2026-04-17,2026-07-24,Negative,,,false,false,Users need to be able to add supporting documents to the Word-Add-In in order to adjust the document based on further info.,Missing Feature,3,Continous_Direct_Feedback_corporate; Lime Survey Questionaire (feedback_batch_20260724),Corporate Law Department,Drafting Squad,Word-Add-In,"[{""date"": ""2026-06-22"", ""count"": 1, ""source"": ""baseline"", ""status"": ""Identified - JIRA ticket exists""}, {""date"": ""2026-07-24"", ""count"": 3, ""source"": ""feedback_batch_20260724"", ""status"": ""Implemented - a solution is released""}]","[{""date"": ""2026-06-22"", ""status"": ""Identified - JIRA ticket exists""}, {""date"": ""2026-07-08"", ""status"": ""Implemented - a solution is released""}]",,,,,,
393,The user needs to be able to see and access old chats (within the Word-Add-In) in order to have access to all necessary information.,Missing Feature,Direct Feedback,Continous_Direct_Feedback_corporate,Corporate Law Department,Drafting Squad,Word-Add-In,All,Implemented - a solution is released,1,,,2026-04-17,2026-04-17,Negative,,,false,false,The user needs to be able to see and access old chats (within the Word-Add-In) in order to have access to all necessary information.,Missing Feature,1,Continous_Direct_Feedback_corporate,Corporate Law Department,Drafting Squad,Word-Add-In,"[{""date"": ""2026-06-22"", ""count"": 1, ""source"": ""baseline"", ""status"": ""Implemented - a solution is released""}]","[{""date"": ""2026-06-22"", ""status"": ""Implemented - a solution is released""}]",,,,,,
394,The User needs to be able to start a new chat (within the Word-Add-In) in order to start clean for a new topic.,Missing Feature,Direct Feedback,Continous_Direct_Feedback_corporate,Corporate Law Department,Drafting Squad,Word-Add-In,All,Implemented - a solution is released,1,,,2026-04-17,2026-04-17,Negative,,,false,false,The User needs to be able to start a new chat (within the Word-Add-In) in order to start clean for a new topic.,Missing Feature,1,Continous_Direct_Feedback_corporate,Corporate Law Department,Drafting Squad,Word-Add-In,"[{""date"": ""2026-06-22"", ""count"": 1, ""source"": ""baseline"", ""status"": ""Implemented - a solution is released""}]","[{""date"": ""2026-06-22"", ""status"": ""Implemented - a solution is released""}]",,,,,,
395,"The user needs the editor to save all made changes, when they change to another chat to avoid data loss.",Improvement,Direct Feedback,Continous_Direct_Feedback_corporate,Corporate Law Department,Drafting Squad,Canvas,All,New – Not yet discussed,2,,,2026-04-17,2026-04-17,Negative,,,true,false,"The user needs the editor to save all made changes, when they change to another chat to avoid data loss.",Improvement,2,Continous_Direct_Feedback_corporate,Corporate Law Department,Drafting Squad,Canvas,"[{""date"": ""2026-06-22"", ""count"": 2, ""source"": ""baseline"", ""status"": ""New – Not yet discussed""}]","[{""date"": ""2026-06-22"", ""status"": ""New – Not yet discussed""}]",,,,,,
396,The user needs the Word-Add-In to be able to work with footnotes in order to have sources less prominent in the document.,Missing Feature,Direct Feedback;Survey,Continous_Direct_Feedback_corporate; Lime Survey Questionaire (feedback_batch_20260724),Corporate Law Department,Drafting Squad,Word-Add-In,All,New – Not yet discussed,2,"""dass die zugrundeliegenden Quellen als Fußnoten in das Dokument eingebaut werden sollen, funktioniert"" (Lime Survey 2026-07-24, RID 50)",,2026-04-17,2026-07-24,Negative,,,true,false,The user needs the Word-Add-In to be able to work with footnotes in order to have sources less prominent in the document.,Missing Feature,2,Continous_Direct_Feedback_corporate; Lime Survey Questionaire (feedback_batch_20260724),Corporate Law Department,Drafting Squad,Word-Add-In,"[{""date"": ""2026-06-22"", ""count"": 1, ""source"": ""baseline"", ""status"": ""New – Not yet discussed""}, {""date"": ""2026-07-24"", ""count"": 2, ""source"": ""feedback_batch_20260724"", ""status"": ""New – Not yet discussed""}]","[{""date"": ""2026-06-22"", ""status"": ""New – Not yet discussed""}]",,,,,,
397,The user needs the tool to automatically select the right way of working (i.e. selecting the right templates or features) in order to avoid having to do it manually.,Improvement,Direct Feedback,Continous_Publisher_Swiss_Noxtua,Publisher,Platform Squad;Workflow Squad,Workflows;Chat,All,New – Not yet discussed,1,,,2026-04-17,2026-07-08,Negative,Swiss,,true,false,The user needs the tool to automatically select the right way of working (i.e. selecting the right templates or features) in order to avoid having to do it manually.,Improvement,1,Continous_Publisher_Swiss_Noxtua,Publisher,Platform Squad;Workflow Squad,Workflows;Chat,"[{""date"": ""2026-06-22"", ""count"": 1, ""source"": ""baseline"", ""status"": ""New – Not yet discussed""}]","[{""date"": ""2026-06-22"", ""status"": ""New – Not yet discussed""}]",,,,,,
398,The user needs the login to be smooth an easy and ideally not happen too often.,Improvement,Direct Feedback,Continous_Direct_Feedback_corporate,Corporate Law Department,Platform Squad,Login,All,New – Not yet discussed,1,,,2026-04-17,2026-04-17,Negative,,,true,false,The user needs the login to be smooth an easy and ideally not happen too often.,Improvement,1,Continous_Direct_Feedback_corporate,Corporate Law Department,Platform Squad,Login,"[{""date"": ""2026-06-22"", ""count"": 1, ""source"": ""baseline"", ""status"": ""New – Not yet discussed""}]","[{""date"": ""2026-06-22"", ""status"": ""New – Not yet discussed""}]",,,,,,
399,"The user needs the last engaged chat to be at the top, not the last newly created one.",Improvement,Direct Feedback,Continous_Publisher_PL_Noxtua,Publisher,Platform Squad,Research,All,New – Not yet discussed,1,,,2026-04-17,2026-04-17,Negative,Beck Poland,,true,false,"The user needs the last engaged chat to be at the top, not the last newly created one.",Improvement,1,Continous_Publisher_PL_Noxtua,Publisher,Platform Squad,Research,"[{""date"": ""2026-06-22"", ""count"": 1, ""source"": ""baseline"", ""status"": ""New – Not yet discussed""}]","[{""date"": ""2026-06-22"", ""status"": ""New – Not yet discussed""}]",,,,,,
401,"Users find that legal reasoning and subsumption in answers is too shallow, with alternative solutions, risk assessments, and minority views often missing.",Improvement,Direct Feedback,"Bayrische_Landesbank_042026, BayernLB_Feedback_2026_07",Unknown,AI Squad,Research;Chat,All,Identified - JIRA ticket exists,4,"Einzelne Antworten wirkten in der Herleitung zu kurz oder ohne alternative Lösungsansätze sowie ohne Risiken ausreichend darzustellen | BayernLB 2026-07: ""Einzelne Antworten wirkten in der Herleitung zu kurz oder ohne alternative Lösungsansätze sowie ohne Risiken ausreichend darzustellen."" | [2026-07-22] ""im Sinne der Relationstechnik … Trennung von streitigem und unstreitigem Sachverhalt – … trotz aufwändigem Promptens nicht möglich"" (CSM 75)",Sentiment: Negative. Customer segment: Unknown (corporate/banking). Batch: feedback_batch_20260423.,2026-04-23,2026-07-22,Negative,,,true,false,"Users find that legal reasoning and subsumption in answers is too shallow, with alternative solutions, risk assessments, and minority views often missing.",Improvement,4,"Bayrische_Landesbank_042026, BayernLB_Feedback_2026_07",Unknown,AI Squad,Research;Chat,"[{""date"": ""2026-06-22"", ""count"": 1, ""source"": ""baseline"", ""status"": ""New – Not yet discussed""}, {""date"": ""2026-07-06"", ""count"": 2, ""source"": ""BayernLB_Feedback_2026_07"", ""status"": ""New – Not yet discussed""}, {""date"": ""2026-07-22"", ""count"": 4, ""source"": ""feedback_batch_20260722"", ""status"": ""New – Not yet discussed""}]","[{""date"": ""2026-06-22"", ""status"": ""New – Not yet discussed""}, {""date"": ""2026-08-10"", ""status"": ""Identified - JIRA ticket exists""}]",,,,,,
402,"Users cannot clearly tell whether the system is still processing or has already finished, due to missing or unclear progress indicators.",Improvement,Direct Feedback,"Bayrische_Landesbank_042026, BayernLB_Feedback_2026_07",Corporate Law Department,Platform Squad;AI Squad,Error Handling,All,Implemented - a solution is released,3,"nicht immer klare Rückmeldung, ob ein Verarbeitungsvorgang noch läuft oder bereits abgeschlossen ist | BayernLB 2026-07: ""… eine nicht immer klare Rückmeldung, ob ein Verarbeitungsvorgang noch läuft oder bereits abgeschlossen ist.""",,2026-04-23,2026-07-09,Negative,,,true,false,"Users cannot clearly tell whether the system is still processing or has already finished, due to missing or unclear progress indicators.",Improvement,3,"Bayrische_Landesbank_042026, BayernLB_Feedback_2026_07",Corporate Law Department,Platform Squad;AI Squad,Error Handling,"[{""date"": ""2026-06-22"", ""count"": 2, ""source"": ""baseline"", ""status"": ""New – Not yet discussed""}, {""date"": ""2026-07-06"", ""count"": 3, ""source"": ""BayernLB_Feedback_2026_07"", ""status"": ""New – Not yet discussed""}]","[{""date"": ""2026-06-22"", ""status"": ""New – Not yet discussed""}, {""date"": ""2026-07-08"", ""status"": ""Implemented - a solution is released""}]",,,,,,
403,The user needs multi-step reasoning to be maintained consistently across more than 5 conversation turns.,Improvement,Direct Feedback,Publisher Feedback - Beck Germany,Publisher,AI Squad,Chat;Document Upload,Germany,New – Not yet discussed,1,"es nicht möglich [ist], einen Gedanken mehrstufig zu entwickeln. Das System beendet die Kommunikation spätestens nach der 5. Stufe.",,2026-04-30,2026-07-09,Negative,Beck Germany,CS-997,true,false,The user needs multi-step reasoning to be maintained consistently across more than 5 conversation turns.,Improvement,1,Publisher Feedback - Beck Germany,Publisher,AI Squad,Chat;Document Upload,"[{""date"": ""2026-06-22"", ""count"": 1, ""source"": ""baseline"", ""status"": ""New – Not yet discussed""}]","[{""date"": ""2026-06-22"", ""status"": ""New – Not yet discussed""}]",,,,,,
406,"The user needs Matrix Analysis prompts to be preserved when re-opening ""Spalte bearbeiten"".",General Feedback,Direct Feedback,Publisher Feedback - Beck Germany,Publisher,Review Squad,Matrix Analysis;Export,Germany,New – Not yet discussed,1,"Es wäre außerdem sehr praktisch, wenn beim Excel-Export der befüllten Matrix auch die Prompts mit exportiert werden, gern auf einem separaten Tabellenblatt.",,2026-04-30,2026-07-09,Mixed,Beck Germany,CS-1039,true,false,"The user needs Matrix Analysis prompts to be preserved when re-opening ""Spalte bearbeiten"".",General Feedback,1,Publisher Feedback - Beck Germany,Publisher,Review Squad,Matrix Analysis;Export,"[{""date"": ""2026-06-22"", ""count"": 1, ""source"": ""baseline"", ""status"": ""New – Not yet discussed""}]","[{""date"": ""2026-06-22"", ""status"": ""New – Not yet discussed""}]",,,,,,
408,User should be able to collapse the Thinking Process with one click after it is generated.,Improvement,Direct Feedback,Publisher Feedback - Swiss,Publisher,AI Squad,Thinking Process,Switzerland,Implemented - a solution is released,5,"Es sollte mit einem Klick möglich sein den Denkprozess einzuklappen, nachdem dieser generiert wurde. | [2026-07-22] ""Die detaillierte Kommentierung … sollte optional ausblendbar sein. Das macht den Chat leider sehr unübersichtlich."" (CSM 46) | [Lime Survey 2026-07-23, RID 94]: ""Optional könnte der Denkprozess ausgeblendet werden (es scheint, als würde das Denkprozess-Darlegen die Arbeit verzögern...). Eine Auslagerung wäre auch möglich, um den Chat übersichtlicher zu halten.""",,2026-04-30,2026-07-23,Negative,Swiss,CS-1048,true,false,User should be able to collapse the Thinking Process with one click after it is generated.,Improvement,5,Publisher Feedback - Swiss,Publisher,AI Squad,Thinking Process,"[{""date"": ""2026-06-22"", ""count"": 1, ""source"": ""baseline"", ""status"": ""New – Not yet discussed""}, {""date"": ""2026-07-22"", ""count"": 2, ""source"": ""feedback_batch_20260722"", ""status"": ""Implemented - a solution is released""}, {""date"": ""2026-07-23"", ""count"": 5, ""source"": ""feedback_batch_20260723 (Editor/Canvas survey) (+3)"", ""status"": ""Implemented - a solution is released""}]","[{""date"": ""2026-06-22"", ""status"": ""New – Not yet discussed""}, {""date"": ""2026-07-08"", ""status"": ""Implemented - a solution is released""}]",,,,,,
411,The user needs to have cantonal jurisprudence and laws integrated into the database.,Missing Feature,Direct Feedback,Publisher Feedback - Swiss,Publisher,AI Squad,Knowledge Base;Sources,Switzerland,New – Not yet discussed,1,Integration der Daten aus dem Scaping der entscheidsuche API und der kantonalen Gesetzesdatenbanken. V1 soll gemäss heutiger Besprechung bereits nächste Woche auf Dev deployed werden.,,2026-04-30,2026-07-08,Negative,Swiss,CS-1051,true,false,The user needs to have cantonal jurisprudence and laws integrated into the database.,Missing Feature,1,Publisher Feedback - Swiss,Publisher,AI Squad,Knowledge Base;Sources,"[{""date"": ""2026-06-22"", ""count"": 1, ""source"": ""baseline"", ""status"": ""New – Not yet discussed""}]","[{""date"": ""2026-06-22"", ""status"": ""New – Not yet discussed""}]",,,,,,
414,The user needs the tool to practice multilingual source matching: French-language questions should also surface German/Italian/English references (and reverse).,Improvement,Direct Feedback,Publisher Feedback - Swiss,Publisher,AI Squad,Sources;Knowledge Base,Switzerland,New – Not yet discussed,1,Bei französischsprachigen Fragestellungen sollten auch deutsche / italienische / englische Referenzen berücksichtigt werden (und umgekehrt).,,2026-04-30,2026-07-08,Negative,Swiss,CS-1056,true,false,The user needs the tool to practice multilingual source matching: French-language questions should also surface German/Italian/English references (and reverse).,Improvement,1,Publisher Feedback - Swiss,Publisher,AI Squad,Sources;Knowledge Base,"[{""date"": ""2026-06-22"", ""count"": 1, ""source"": ""baseline"", ""status"": ""New – Not yet discussed""}]","[{""date"": ""2026-06-22"", ""status"": ""New – Not yet discussed""}]",,,,,,
419,The user expects the preview to be optimzed for reading even when there are many footnotes in the source.,Improvement,Direct Feedback,Publisher Feedback - Swiss,Publisher,Review Squad,Sources;Citations,Switzerland,New – Not yet discussed,1,"In der Vorschau in der Right-Pane und in der Hover-Box wird derzeit der ganze Snippet angezeigt. Bei Fussnoten führt dies zu einem schwer lesbaren Text mit unschönen Zeilenumbrüchen. Das Dilema ist, dass die Fussnoten durchaus teilweise sehr relevanten Text… enthalten können.",,2026-04-30,2026-07-08,Negative,Swiss,CS-1064,true,false,The user expects the preview to be optimzed for reading even when there are many footnotes in the source.,Improvement,1,Publisher Feedback - Swiss,Publisher,Review Squad,Sources;Citations,"[{""date"": ""2026-06-22"", ""count"": 1, ""source"": ""baseline"", ""status"": ""New – Not yet discussed""}]","[{""date"": ""2026-06-22"", ""status"": ""New – Not yet discussed""}]",,,,,,
420,The user expects the thinking process to work with human-readable labels instead of surfacing technical terms in order to understand it more easily.,Improvement,Direct Feedback,Publisher Feedback - Swiss,Publisher,AI Squad,Thinking Process,Switzerland,New – Not yet discussed,1,Wir arbeiten gerade an der Darstellung der Tool Calls im Thinking Process von elisa. Aktuell zeigen wir die technischen Function Names aus eurer API (z.B. „german_law_lookup,,2026-04-30,2026-07-08,Negative,Swiss,CS-1065,true,false,The user expects the thinking process to work with human-readable labels instead of surfacing technical terms in order to understand it more easily.,Improvement,1,Publisher Feedback - Swiss,Publisher,AI Squad,Thinking Process,"[{""date"": ""2026-06-22"", ""count"": 1, ""source"": ""baseline"", ""status"": ""New – Not yet discussed""}]","[{""date"": ""2026-06-22"", ""status"": ""New – Not yet discussed""}]",,,,,,
422,The user needs the Thinking Process to always be displayed in the language of the prompt.,Improvement,Direct Feedback,Publisher Feedback - Swiss,Publisher,AI Squad,Thinking Process,Switzerland,New – Not yet discussed,2,"Ich weiss, dass ihr daran bereits arbeitet. Das Ticket dient nur dem Status-Tracking.",,2026-04-30,2026-07-09,Mixed,Swiss,CS-1069,true,false,The user needs the Thinking Process to always be displayed in the language of the prompt.,Improvement,2,Publisher Feedback - Swiss,Publisher,AI Squad,Thinking Process,"[{""date"": ""2026-06-22"", ""count"": 1, ""source"": ""baseline"", ""status"": ""New – Not yet discussed""}, {""date"": ""2026-07-08"", ""count"": 2, ""source"": ""merged from ID 405 (+1)""}]","[{""date"": ""2026-06-22"", ""status"": ""New – Not yet discussed""}]",,,,,,
425,"The user needs an indicator of how current/outdated the content is, e.g. showing the document date directly with each source",Improvement,Direct Feedback,Publisher Feedback - Manz,Publisher,Review Squad,Sources;Citations,Austria,New – Not yet discussed,1,"Das Dokumentdatum ist ein hilfreiches Indiz, ob ein Inhalt noch aktuell oder eher veraltet ist. Es wäre gut, dies direkt bei der Quellenanzeige darzustellen.",,2026-04-30,2026-07-08,Negative,Manz,CS-1095,true,false,"The user needs an indicator of how current/outdated the content is, e.g. showing the document date directly with each source",Improvement,1,Publisher Feedback - Manz,Publisher,Review Squad,Sources;Citations,"[{""date"": ""2026-06-22"", ""count"": 1, ""source"": ""baseline"", ""status"": ""New – Not yet discussed""}]","[{""date"": ""2026-06-22"", ""status"": ""New – Not yet discussed""}]",,,,,,
428,The user expects a source to only be listed once in a paragraph to improve readability.,Improvement,Direct Feedback,Publisher Feedback - Swiss,Publisher,AI Squad,Citations,Switzerland,New – Not yet discussed,1,,,2026-04-30,2026-07-08,Negative,Swiss,CS-1111,true,false,The user expects a source to only be listed once in a paragraph to improve readability.,Improvement,1,Publisher Feedback - Swiss,Publisher,AI Squad,Citations,"[{""date"": ""2026-06-22"", ""count"": 1, ""source"": ""baseline"", ""status"": ""New – Not yet discussed""}]","[{""date"": ""2026-06-22"", ""status"": ""New – Not yet discussed""}]",,,,,,
429,The user expects prior question's context to be taken into account for follow-up questions(e.g. the previously named statute).,Improvement,Direct Feedback,Publisher Feedback - Swiss,Publisher,AI Squad,Chat;Thinking Process,Switzerland,New – Not yet discussed,1,,,2026-04-30,2026-07-08,Negative,Swiss,CS-1112,true,false,The user expects prior question's context to be taken into account for follow-up questions(e.g. the previously named statute).,Improvement,1,Publisher Feedback - Swiss,Publisher,AI Squad,Chat;Thinking Process,"[{""date"": ""2026-06-22"", ""count"": 1, ""source"": ""baseline"", ""status"": ""New – Not yet discussed""}]","[{""date"": ""2026-06-22"", ""status"": ""New – Not yet discussed""}]",,,,,,
430,"The user needs explanations across all areas of Swiss law to be legally accurate, with correct court citations and sound reasoning.",Improvement,Direct Feedback,Publisher Feedback - Swiss; Publisher Feedback - Beck Germany,Publisher,AI Squad,Knowledge Base;Sources;Citations,Switzerland; Germany,Identified - JIRA ticket exists,22,"Grds. sind wir von der KI angetan. Man bekommt im Researchbereich Antworten, die juristisch auf viel hoeherem Niveau als bei Konkurrenten sein duerften. ... Teilweise fantasieren die Antworten aber ziemlich.",,2026-01-15,2026-07-09,Negative,Swiss,CS-1073; CS-1074; CS-1075; CS-1076; CS-1077; CS-1078; CS-1079; CS-1080; CS-1081; CS-1082; CS-1083; CS-1084; CS-1085; CS-1086; CS-1087; CS-1088; CS-1089; CS-1090; CS-1091; CS-1092; CS-1106; CS-1107,true,false,"The user needs explanations across all areas of Swiss law to be legally accurate, with correct court citations and sound reasoning.",Improvement,22,Publisher Feedback - Swiss; Publisher Feedback - Beck Germany,Publisher,AI Squad,Knowledge Base;Sources;Citations,"[{""date"": ""2026-06-22"", ""count"": 22, ""source"": ""baseline"", ""status"": ""New – Not yet discussed""}]","[{""date"": ""2026-06-22"", ""status"": ""New – Not yet discussed""}, {""date"": ""2026-06-29"", ""status"": ""Identified - JIRA ticket exists""}]",,,,,,
431,"The user needs the tool to automatically detect deadlines and urgency from incoming items and proactively create calendar entries, tasks, and reminders.",Missing Feature,Interview Study,2026_02_Personas_Corporate,Corporate Law Department,Workflow Squad;Platform Squad,Workflows;Outlook-Add-In,Germany,New – Not yet discussed,2,"""If I get a BeA message, it should immediately flag: attention, deadlines apply, and propose one - like the iPhone does | Estimate how fast it must be done, put a task in the calendar, remind me if I don't process it fast enough"" (Corporate Personas)",,2026-05-01,2026-07-09,,,,true,false,"The user needs the tool to automatically detect deadlines and urgency from incoming items and proactively create calendar entries, tasks, and reminders.",Missing Feature,2,2026_02_Personas_Corporate,Corporate Law Department,Workflow Squad;Platform Squad,Workflows;Outlook-Add-In,"[{""date"": ""2026-06-22"", ""count"": 2, ""source"": ""baseline"", ""status"": ""New – Not yet discussed""}]","[{""date"": ""2026-06-22"", ""status"": ""New – Not yet discussed""}]",,,,,,
432,"The user needs AI self-service surfaces per business unit so non-legal users can self-serve, with legal teams curating the knowledge base and human-in-the-loop escalation available when needed.",Missing Feature,Interview Study,2026_02_Personas_Corporate,Corporate Law Department,Workflow Squad;AI Squad,Workflows,Germany,New – Not yet discussed,2,"""Business unit sees the UI; I curate the database | Agents for each business unit... they recognize when human-in-the-loop is needed"" (Corporate Personas)",,2026-05-01,2026-07-09,,,,true,false,"The user needs AI self-service surfaces per business unit so non-legal users can self-serve, with legal teams curating the knowledge base and human-in-the-loop escalation available when needed.",Missing Feature,2,2026_02_Personas_Corporate,Corporate Law Department,Workflow Squad;AI Squad,Workflows,"[{""date"": ""2026-06-22"", ""count"": 2, ""source"": ""baseline"", ""status"": ""New – Not yet discussed""}]","[{""date"": ""2026-06-22"", ""status"": ""New – Not yet discussed""}]",,,,,,
433,The user needs the tool to help decode unfamiliar business-unit jargon so they can quickly understand what a case is about.,General Feedback,Interview Study,2026_02_Personas_Corporate,Corporate Law Department,AI Squad,,Germany,New – Not yet discussed,1,"""Pasting it in, it figured out 'this is banking regulation context' - that helped illuminate the facts"" (Corporate Personas)",,2026-05-01,2026-07-09,,,,true,false,The user needs the tool to help decode unfamiliar business-unit jargon so they can quickly understand what a case is about.,General Feedback,1,2026_02_Personas_Corporate,Corporate Law Department,AI Squad,,"[{""date"": ""2026-06-22"", ""count"": 1, ""source"": ""baseline"", ""status"": ""New – Not yet discussed""}]","[{""date"": ""2026-06-22"", ""status"": ""New – Not yet discussed""}]",,,,,,
434,"The user needs the tool to accept and consolidate requests from multiple input channels (email, intranet form, voice/phone) into one unified system.",Missing Feature,Interview Study,2026_02_Personas_Corporate,Corporate Law Department,AI Squad,Voice Control;Workflows,Germany,New – Not yet discussed,1,"""A tool with different input options - email, intranet integration, maybe voice so I can call in my problem and attach documents"" (Corporate Personas)",,2026-05-01,2026-07-09,,,,true,false,"The user needs the tool to accept and consolidate requests from multiple input channels (email, intranet form, voice/phone) into one unified system.",Missing Feature,1,2026_02_Personas_Corporate,Corporate Law Department,AI Squad,Voice Control;Workflows,"[{""date"": ""2026-06-22"", ""count"": 1, ""source"": ""baseline"", ""status"": ""New – Not yet discussed""}]","[{""date"": ""2026-06-22"", ""status"": ""New – Not yet discussed""}]",,,,,,
435,The user needs the tool to balance workload across team members based on current capacity.,Missing Feature,Interview Study,2026_02_Personas_Corporate,Corporate Law Department,AI Squad,Workflows,Germany,New – Not yet discussed,1,"""Shift things between employees based on workload - if peaks are at one colleague, push to someone else"" (Corporate Personas)",,2026-05-01,2026-07-09,,,,true,false,The user needs the tool to balance workload across team members based on current capacity.,Missing Feature,1,2026_02_Personas_Corporate,Corporate Law Department,AI Squad,Workflows,"[{""date"": ""2026-06-22"", ""count"": 1, ""source"": ""baseline"", ""status"": ""New – Not yet discussed""}]","[{""date"": ""2026-06-22"", ""status"": ""New – Not yet discussed""}]",,,,,,
436,The user needs the tool to automatically keep requesters informed of the progress of their request.,Missing Feature,Interview Study,2026_02_Personas_Corporate,Corporate Law Department,AI Squad,,Germany,New – Not yet discussed,1,"""Keep the requester informed about individual steps in between"" (Corporate Personas)",,2026-05-01,2026-07-09,,,,true,false,The user needs the tool to automatically keep requesters informed of the progress of their request.,Missing Feature,1,2026_02_Personas_Corporate,Corporate Law Department,AI Squad,,"[{""date"": ""2026-06-22"", ""count"": 1, ""source"": ""baseline"", ""status"": ""New – Not yet discussed""}]","[{""date"": ""2026-06-22"", ""status"": ""New – Not yet discussed""}]",,,,,,
437,"The user needs motivational features (e.g. streaks, daily nudges) to encourage consistent tool use.",Missing Feature,Interview Study,2026_02_Personas_Corporate,Corporate Law Department,AI Squad,,Germany,New – Not yet discussed,1,"""What's good about Duolingo is the gamification - puts pressure but doesn't take much time per day"" (Corporate Personas)",,2026-05-01,2026-07-09,,,,true,false,"The user needs motivational features (e.g. streaks, daily nudges) to encourage consistent tool use.",Missing Feature,1,2026_02_Personas_Corporate,Corporate Law Department,AI Squad,,"[{""date"": ""2026-06-22"", ""count"": 1, ""source"": ""baseline"", ""status"": ""New – Not yet discussed""}]","[{""date"": ""2026-06-22"", ""status"": ""New – Not yet discussed""}]",,,,,,
438,The user needs the tool to redline an existing Word document with minimal changes rather than regenerating a new document from scratch.,Missing Feature,Interview Study,2026_02_Personas_Corporate,Corporate Law Department,Drafting Squad;Platform Squad,Word-Add-In,Germany,New – Not yet discussed,1,"""Lay it against in a Word file, not get a complete new draft but only slightly adjust individual sentences"" (Corporate Personas)",,2026-05-01,2026-07-09,,,,true,false,The user needs the tool to redline an existing Word document with minimal changes rather than regenerating a new document from scratch.,Missing Feature,1,2026_02_Personas_Corporate,Corporate Law Department,Drafting Squad;Platform Squad,Word-Add-In,"[{""date"": ""2026-06-22"", ""count"": 1, ""source"": ""baseline"", ""status"": ""New – Not yet discussed""}]","[{""date"": ""2026-06-22"", ""status"": ""New – Not yet discussed""}]",,,,,,
439,"The user needs the tool to flag cross-clause and cross-domain impacts (e.g. tax, antitrust) automatically when one clause is changed.",Missing Feature,Interview Study,2026_02_Personas_Corporate,Corporate Law Department,Drafting Squad,,Germany,New – Not yet discussed,1,"""If you change something here, ping me that it could have a tax or antitrust impact - don't just edit this one clause"" (Corporate Personas)",,2026-05-01,2026-07-09,,,,true,false,"The user needs the tool to flag cross-clause and cross-domain impacts (e.g. tax, antitrust) automatically when one clause is changed.",Missing Feature,1,2026_02_Personas_Corporate,Corporate Law Department,Drafting Squad,,"[{""date"": ""2026-06-22"", ""count"": 1, ""source"": ""baseline"", ""status"": ""New – Not yet discussed""}]","[{""date"": ""2026-06-22"", ""status"": ""New – Not yet discussed""}]",,,,,,
440,The user needs the tool to generate visual diagrams (Schaubilder) of contractual relationships from large contracts.,Missing Feature,Interview Study,2026_02_Personas_Corporate,Corporate Law Department,AI Squad,,Germany,New – Not yet discussed,1,"""Upload a 500-page contract and say: make me a diagram of the contractual relationships, who delivers what to whom"" (Corporate Personas)",,2026-05-01,2026-07-09,,,,true,false,The user needs the tool to generate visual diagrams (Schaubilder) of contractual relationships from large contracts.,Missing Feature,1,2026_02_Personas_Corporate,Corporate Law Department,AI Squad,,"[{""date"": ""2026-06-22"", ""count"": 1, ""source"": ""baseline"", ""status"": ""New – Not yet discussed""}]","[{""date"": ""2026-06-22"", ""status"": ""New – Not yet discussed""}]",,,,,,
441,"The user needs the tool to extract and present a tabular overview of contractual obligations, rights, and termination notice periods from a contract.",Missing Feature,Interview Study,2026_02_Personas_Corporate,Corporate Law Department,AI Squad,,Germany,New – Not yet discussed,1,"""An overview: notice periods, my rights, my duties, what happens when a contract ends - neatly in a table"" (Corporate Personas)",,2026-05-01,2026-07-09,,,,true,false,"The user needs the tool to extract and present a tabular overview of contractual obligations, rights, and termination notice periods from a contract.",Missing Feature,1,2026_02_Personas_Corporate,Corporate Law Department,AI Squad,,"[{""date"": ""2026-06-22"", ""count"": 1, ""source"": ""baseline"", ""status"": ""New – Not yet discussed""}]","[{""date"": ""2026-06-22"", ""status"": ""New – Not yet discussed""}]",,,,,,
